LINK,NAME
9237,Medicago truncatula
10136,Medicago turbinata
802,Medicago x varia
10137,Medinilla mucronata
10641,Melampodium montanum
6332,Melampyrum
803,Melampyrum arvense
804,Melampyrum pratense
6334,Melica
8598,Melica ciliata
5090,Melica nutans
808,Melica uniflora
6335,Melilotus
809,Melilotus albus
810,Melilotus altissimus
10138,Melilotus dentatus
811,Melilotus indicus
10139,Melilotus infestus
10140,Melilotus macrocarpus
9238,Melilotus messanensis
812,Melilotus officinalis
9239,Melilotus sulcatus
9431,Melilotus wolgicus
8744,Melinis
9240,Melinis repens
6725,Melissa
5255,Melissa officinalis
8881,Melittis
8293,Melittis melissophyllum
6336,Mentha
813,Mentha aquatica
5198,Mentha aquatica / x verticillata
814,Mentha arvensis
8502,Mentha cervina
815,Mentha longifolia
817,Mentha pulegium
8294,Mentha requienii
1817,Mentha spicata
9241,Mentha spicata subsp. condensata
818,Mentha suaveolens
5377,Mentha suaveolens / x rotundifolia
9242,Mentha x dalmatica
5091,Mentha x dumetorum
1816,Mentha x gracilis
8499,Mentha x maximilianea
5092,Mentha x piperita
1772,Mentha x rotundifolia
9243,Mentha x smithiana
820,Mentha x verticillata
8599,Mentha x villosa
1983,Mentha x villosonervata
8745,Mentzelia
9432,Mentzelia lindleyi
6337,Menyanthes
821,Menyanthes trifoliata
6338,Mercurialis
822,Mercurialis annua
823,Mercurialis perennis
10141,Merremia sibirica
8576,Mesembryanthemum
8600,Mesembryanthemum crystallinum
9244,Mesembryanthemum nodiflorum
6339,Mespilus
824,Mespilus germanica
5704,Mespilus germanica 'Macrocarpa'
8882,Metasequoia
8507,Metasequoia glyptostroboides
8746,Meum
9245,Meum athamanticum
6340,Mibora
825,Mibora minima
6742,Micropyrum
2496,Micropyrum tenellum
2088,Microstegium
2090,Microstegium vimineum
6341,Milium
826,Milium effusum
827,Milium vernale
10142,Mimosa pudica
6342,Mimulus
828,Mimulus guttatus
9246,Mimulus luteus
5228,Mimulus moschatus
8295,Mimulus ringens
6343,Minuartia
5643,Mirabilis
5626,Mirabilis jalapa
8883,Miscanthus
8296,Miscanthus sacchariflorus
6893,Miscanthus sinensis
8464,Miscanthus x giganteus
6680,Misopates
72,Misopates orontium
8747,Modiola
9247,Modiola caroliniana
6344,Moehringia
830,Moehringia trinervia
6345,Moenchia
831,Moenchia erecta
6346,Molinia
832,Molinia caerulea
8884,Moluccella
8297,Moluccella laevis
8885,Monarda
8298,Monarda didyma
6347,Moneses
833,Moneses uniflora
8748,Monolepis
6348,Monotropa
834,Monotropa hypopitys
8749,Monsonia
10620,Monsonia brevirostrata
9249,Monsonia burkeana
6349,Montia
835,Montia arvensis
2427,Montia fontana
1936,Montia fontana / arvensis
9433,Montia fontana subsp. amporitana
10456,Montia fontana subsp. fontana
8886,Morella
1868,Morella caroliniensis
8750,Moricandia
9250,Moricandia arvensis
6726,Morus
5256,Morus nigra
2059,Muehlenbeckia complexa
6967,Muhlenbergia
5959,Muhlenbergia mexicana
6350,Muscari
5093,Muscari armeniacum
2346,Muscari armeniacum / botryoides
8299,Muscari azureum
837,Muscari botryoides
838,Muscari comosum
6894,Muscari latifolium
8887,Myagrum
5991,Myagrum perfoliatum
6351,Mycelis
839,Mycelis muralis
6352,Myosotis
8300,Myosotis alpestris
840,Myosotis arvensis
842,Myosotis discolor s.l.
10417,Myosotis discolor subsp. discolor
10301,Myosotis discolor subsp. dubia
841,Myosotis laxa subsp. caespitosa
1922,Myosotis laxa subsp. caespitosa / scorpioides
843,Myosotis ramosissima
844,Myosotis scorpioides
1493,Myosotis scorpioides subsp. nemorosa
1494,Myosotis scorpioides subsp. scorpioides
845,Myosotis stricta
846,Myosotis sylvatica
6353,Myosoton
6354,Myosurus
848,Myosurus minimus
6355,Myrica
849,Myrica gale
6356,Myriophyllum
850,Myriophyllum alterniflorum
2497,Myriophyllum aquaticum
5500,Myriophyllum heterophyllum
10588,Myriophyllum rubricaule
851,Myriophyllum spicatum
852,Myriophyllum verticillatum
6357,Myrrhis
853,Myrrhis odorata
6358,Najas
854,Najas marina
855,Najas minor
8888,Napaea
8301,Napaea dioica
6359,Narcissus
8302,Narcissus cyclamineus
5094,Narcissus jonquilla
2236,Narcissus poeticus
2235,Narcissus poeticus / tazetta
2348,Narcissus pseudonarcissus
10524,Narcissus pseudonarcissus subsp. bicolor
2349,Narcissus pseudonarcissus subsp. major
8056,Narcissus pseudonarcissus subsp. minor
856,Narcissus pseudonarcissus subsp. pseudonarcissus
8441,Narcissus x cyclazetta
5095,Narcissus x incomparabilis
5096,Narcissus x medioluteus
6360,Nardus
857,Nardus stricta
6361,Narthecium
858,Narthecium ossifragum
8751,Nasa
9251,Nasa triphylla
10145,Nassella hyalina
10146,Nassella neesiana
5614,Nassella tenuissima
10528,Nassella trichotoma
6362,Nasturtium
859,Nasturtium microphyllum
5201,Nasturtium microphyllum / officinale
860,Nasturtium officinale
8644,Nasturtium x sterile
10147,Neatostema apulum
6827,Nemesia
10605,Nemesia fruticans
5412,Nemesia melissifolia
9252,Nemesia strumosa
8500,Nemesia versicolor
8889,Nemophila
8303,Nemophila maculata
8304,Nemophila menziesii
9253,Nemophila menziesii subsp. atomaria
8890,Neotinea
893,Neotinea ustulata
6363,Neottia
749,Neottia cordata
861,Neottia nidus-avis
750,Neottia ovata
6364,Nepeta
862,Nepeta cataria
9254,Nepeta grandiflora
5365,Nepeta racemosa
9255,Nepeta sibirica
10148,Nepeta ucranica
5364,Nepeta x faassenii
8891,Nerium
8305,Nerium oleander
6597,Neslia
1712,Neslia paniculata
6632,Nicandra
863,Nicandra physalodes
6598,Nicotiana
5097,Nicotiana alata
8306,Nicotiana langsdorfii
10149,Nicotiana longiflora
1869,Nicotiana rustica
8307,Nicotiana suaveolens
5625,Nicotiana sylvestris
5227,Nicotiana tabacum
9256,Nicotiana x sanderae
6365,Nigella
864,Nigella arvensis
5098,Nigella damascena
5257,Nigella sativa
10449,Noccaea
1280,Noccaea caerulescens
1282,Noccaea perfoliata
6828,Nonea
5413,Nonea lutea
8892,Nothofagus
8308,Nothofagus antarctica
6366,Nuphar
2498,Nuphar advena
865,Nuphar lutea
6367,Nymphaea
866,Nymphaea alba
10578,Nymphaea alba/candida
1615,Nymphaea candida
2499,Nymphaea marliacea
9417,Nymphaea x borealis
6368,Nymphoides
867,Nymphoides peltata
6681,Ocimum
5099,Ocimum basilicum
6369,Odontites
2054,Odontites luteus
2319,Odontites vernus
506,Odontites vernus subsp. litoralis
509,Odontites vernus subsp. serotinus
1496,Odontites vernus subsp. vernus
6370,Oenanthe
868,Oenanthe aquatica
1630,Oenanthe crocata
869,Oenanthe fistulosa
2076,Oenanthe javanica
870,Oenanthe lachenalii
2444,Oenanthe peucedanifolia
1713,Oenanthe pimpinelloides
871,Oenanthe silaifolia
6371,Oenothera
10150,Oenothera argentinae
5457,Oenothera biennis
5202,Oenothera biennis / glazioviana / x fallax
872,Oenothera biennis / x fallax
9418,Oenothera cambrica
2412,Oenothera deflexa
1971,Oenothera depressa
8629,Oenothera ersteinensis
873,Oenothera glazioviana
10479,Oenothera hirsutissima
10151,Oenothera indecora
10480,Oenothera issleri
1970,Oenothera jueterbogensis
9257,Oenothera laciniata
8228,Oenothera lindheimeri
2004,Oenothera oakesiana
874,Oenothera oakesiana / deflexa
8089,Oenothera oehlkersii
1969,Oenothera paradoxa
10481,Oenothera parviflora
8309,Oenothera perennis
9493,Oenothera pycnocarpa
8522,Oenothera rosea
2084,Oenothera royfraseri
8456,Oenothera rubricalyx
8457,Oenothera rubricaulis
8310,Oenothera speciosa
6897,Oenothera stricta
1968,Oenothera suaveolens
9659,Oenothera versicolor
8477,Oenothera victorinii
9660,Oenothera villosa
5501,Oenothera x fallax
6372,Omphalodes
9258,Omphalodes cappadocica
9259,Omphalodes linifolia
1626,Omphalodes verna
8752,Onagra
10152,Oncosiphon suffruticosum
6373,Onobrychis
9434,Onobrychis crista-galli
875,Onobrychis viciifolia
6682,Onoclea
5100,Onoclea sensibilis
6374,Ononis
9261,Ononis alopecuroides
2434,Ononis spinosa
876,Ononis spinosa subsp. procurrens
877,Ononis spinosa subsp. spinosa
6375,Onopordum
878,Onopordum acanthium
9262,Onopordum tauricum
2081,Onopordum x beckianum
6376,Ophioglossum
879,Ophioglossum vulgatum
9510,Ophiopogon
9511,Ophiopogon planiscapus
6377,Ophrys
880,Ophrys apifera
10413,Ophrys araneola
8002,Ophrys holosericea
881,Ophrys insectifera subsp. insectifera
1410,Ophrys sphegodes
6600,Orchis
3,Orchis anthropophora
6835,Orchis laxiflora
887,Orchis mascula
888,Orchis militaris
891,Orchis purpurea
892,Orchis simia
5304,Orchis x hybrida
6683,Oreopteris
423,Oreopteris limbosperma
6379,Origanum
8433,Origanum dictamnus
5101,Origanum majorana
894,Origanum vulgare
6599,Orlaya
1714,Orlaya grandiflora
6380,Ornithogalum
8311,Ornithogalum balansae
895,Ornithogalum nutans
5086,Ornithogalum pyramidale
6898,Ornithogalum pyrenaicum
896,Ornithogalum umbellatum
2413,Ornithogalum umbellatum subsp. divergens
2397,Ornithogalum umbellatum subsp. umbellatum
6381,Ornithopus
5267,Ornithopus compressus
8654,Ornithopus compressus x sativus
897,Ornithopus perpusillus
9435,Ornithopus pinnatus
1818,Ornithopus sativus
9263,Ornithopus x martini
6382,Orobanche
8506,Orobanche amethystea
907,Orobanche caryophyllacea
9264,Orobanche cernua
2449,Orobanche elatior
9265,Orobanche flava
5458,Orobanche gracilis
899,Orobanche hederae
10293,Orobanche lucorum
900,Orobanche lutea
901,Orobanche minor
902,Orobanche picridis
903,Orobanche purpurea
904,Orobanche ramosa
905,Orobanche rapum-genistae
906,Orobanche reticulata
6383,Orthilia
1039,Orthilia secunda
6968,Oryzopsis
5960,Oryzopsis miliacea
6969,Osmanthus
5961,Osmanthus heterophyllus
6384,Osmunda
9266,Osmunda claytoniana
908,Osmunda regalis
8893,Osteospermum
8312,Osteospermum ecklonis
8894,Ostrya
8313,Ostrya carpinifolia
6385,Oxalis
909,Oxalis acetosella
8469,Oxalis adenophylla
5603,Oxalis articulata
5602,Oxalis bowiei
910,Oxalis corniculata
5995,Oxalis debilis
5337,Oxalis dillenii
10298,Oxalis exilis
9267,Oxalis latifolia
8314,Oxalis purpurea
911,Oxalis stricta
8315,Oxalis tetraphylla
8316,Oxalis triangularis
8753,Oxybaphus
9436,Oxybaphus nyctagineus
10450,Oxybasis
309,Oxybasis chenopodioides
9071,Oxybasis chenopodioides x rubra
312,Oxybasis glauca
2216,Oxybasis glauca/rubra
316,Oxybasis rubra
5608,Oxybasis urbica
6386,Oxycoccus
8754,Oxyria
9268,Oxyria digyna
6712,Pachysandra
5220,Pachysandra terminalis
10153,Packera paupercula
8526,Paeonia
8755,Pallenis
10154,Pallenis hierochuntica
9269,Pallenis spinosa
9503,Pancratium
9504,Pancratium maritimum
6601,Panicum
10155,Panicum acrotrichum
9270,Panicum antidotale
5706,Panicum barbipulvinatum
1715,Panicum capillare
5461,Panicum dichotomiflorum
5707,Panicum hillmanii
10156,Panicum hirticaule
10157,Panicum hygrocharis
1716,Panicum miliaceum
10158,Panicum repens
5338,Panicum schinzii
5560,Panicum virgatum
6387,Papaver
914,Papaver argemone
5366,Papaver atlanticum
2045,Papaver bracteatum
5411,Papaver cambricum
915,Papaver dubium
10159,Papaver hybridum
10160,Papaver nudicaule
5415,Papaver orientale
916,Papaver rhoeas
6965,Papaver setiferum
1819,Papaver somniferum
5103,Papaver x exspectatum
6388,Parapholis
8317,Parapholis incurva
917,Parapholis strigosa
6602,Parentucellia
10628,Parentucellia latifolia
1717,Parentucellia viscosa
6389,Parietaria
919,Parietaria judaica
1989,Parietaria lusitanica
918,Parietaria officinalis
6390,Paris
920,Paris quadrifolia
6391,Parnassia
921,Parnassia palustris
8895,Paronychia
8630,Paronychia argentea
8896,Parthenium
8473,Parthenium hysterophorus
6392,Parthenocissus
2103,Parthenocissus quinquefolia
5502,Parthenocissus tricuspidata
2102,Parthenocissus vitacea
8897,Paspalum
6900,Paspalum dilatatum
9271,Paspalum distichum
6944,Passiflora
6901,Passiflora caerulea
6393,Pastinaca
5466,Pastinaca sativa
922,Pastinaca sativa subsp. sativa
5340,Pastinaca sativa subsp. urens
6820,Paulownia
5367,Paulownia tomentosa
8756,Pavonia
9272,Pavonia urens
6394,Pedicularis
923,Pedicularis palustris
924,Pedicularis sylvatica
8757,Peltaria
9273,Peltaria alliacea
9437,Peltaria angustifolia
5660,Pennisetum
6395,Pentaglottis
1871,Pentaglottis sempervirens
8758,Periballia
9276,Periballia laevis
8898,Perilla
6902,Perilla frutescens
8899,Perovskia
10602,Perovskia abrotanoides
10601,Perovskia abrotanoides x perovskia atriplicifolia
8319,Perovskia atriplicifolia
9546,Persea
9547,Persea americana
6761,Persicaria
8334,Persicaria affinis
9277,Persicaria alpina
967,Persicaria amphibia
8049,Persicaria amplexicaulis
969,Persicaria bistorta
9278,Persicaria bungeana
5341,Persicaria capitata
5561,Persicaria filiformis
972,Persicaria hydropiper
973,Persicaria lapathifolia
2253,Persicaria lapathifolia / P. maculosa
977,Persicaria maculosa
975,Persicaria minor
976,Persicaria mitis
10294,Persicaria nepalensis
8320,Persicaria orientalis
5503,Persicaria pensylvanica
8474,Persicaria perfoliata
8321,Persicaria virginiana
1874,Persicaria wallichii
10165,Persicaria x brauniana
9279,Persicaria x condensata
10438,Persicaria x fennica
10162,Persicaria x intercedens
10164,Persicaria x pseudolapathum
10163,Persicaria x subglandulosa
6397,Petasites
5182,Petasites albus
926,Petasites hybridus
5232,Petasites japonicus
5708,Petasites pyrenaicus
6398,Petrorhagia
8632,Petrorhagia nanteuilii
696,Petrorhagia prolifera
697,Petrorhagia saxifraga
6399,Petroselinum
5104,Petroselinum crispum
10166,Petunia integrifolia
10167,Petunia violacea
5583,Petunia x punctata
6400,Peucedanum
5504,Peucedanum officinale
929,Peucedanum palustre
6603,Phacelia
9280,Phacelia cicutaria
10168,Phacelia dubia
1820,Phacelia tanacetifolia
6401,Phalaris
10169,Phalaris angusta
930,Phalaris arundinacea
1872,Phalaris arundinacea 'Picta'
10170,Phalaris brachystachys
1821,Phalaris canariensis
10171,Phalaris caroliniana
10172,Phalaris coerulescens
9281,Phalaris minor
9282,Phalaris paradoxa
10173,Phalaris truncata
6604,Phaseolus
5105,Phaseolus coccineus
1822,Phaseolus vulgaris
10451,Phedimus
6933,Phedimus hybridus
5565,Phedimus kamtschaticus
1888,Phedimus spurius
6685,Phegopteris
424,Phegopteris connectilis
6686,Philadelphus
5106,Philadelphus coronarius
5107,Philadelphus microphyllus
5108,Philadelphus pubescens
6402,Phleum
931,Phleum arenarium
10174,Phleum echinatum
10175,Phleum exaratum
1411,Phleum nodosum
2385,Phleum nodosum/pratense
9283,Phleum paniculatum
8322,Phleum phleoides
932,Phleum pratense
9284,Phleum subulatum
8067,Phlomis
8076,Phlomis russeliana
8759,Phlomoides
9285,Phlomoides tuberosa
8900,Phlox
9286,Phlox drummondii
8323,Phlox paniculata
8324,Phlox subulata
8901,Phoenix
8325,Phoenix dactylifera
10176,Pholiurus pannonicus
8902,Photinia
8326,Photinia davidiana
6403,Phragmites
933,Phragmites australis
8903,Phuopsis
8327,Phuopsis stylosa
8904,Phyla
8328,Phyla nodiflora
9662,Phyllanthus
9663,Phyllanthus amarus
6687,Physalis
9287,Physalis acutifolia
9288,Physalis angulata
5546,Physalis ixocarpa
5268,Physalis peruviana
8329,Physalis philadelphica
8964,Physalis virginiana
9289,Physalis virginiana var. sonorae
9290,Physalis viscosa
6704,Physocarpus
5183,Physocarpus opulifolius
8905,Physostegia
8330,Physostegia virginiana
6405,Phyteuma
935,Phyteuma nigrum
2435,Phyteuma nigrum/spicatum
8601,Phyteuma orbiculare
6904,Phyteuma scheuchzeri
936,Phyteuma spicatum
10482,Phyteuma x adulterinum
6406,Phytolacca
1823,Phytolacca acinosa
2104,Phytolacca americana
6565,Picea
2238,Picea abies
2239,Picea omorika
2240,Picea orientalis
2241,Picea pungens
2242,Picea sitchensis
6407,Picris
938,Picris hieracioides
8760,Pilosella
611,Pilosella aurantiaca
615,Pilosella caespitosa
612,Pilosella lactucella
621,Pilosella officinarum
10177,Pilosella officinarum x piloselloides
1407,Pilosella peleteriana
5163,Pilosella piloselloides
613,Pilosella piloselloides subsp. bauhinii
622,Pilosella piloselloides subsp. piloselloides
1569,Pilosella x brachiata
5075,Pilosella x flagellaris
9291,Pilosella x longisquama
1570,Pilosella x schultesii
1571,Pilosella x stoloniflora
6408,Pilularia
939,Pilularia globulifera
6409,Pimpinella
5110,Pimpinella anisum
940,Pimpinella major
5505,Pimpinella peregrina
9292,Pimpinella puberula
941,Pimpinella saxifraga
6410,Pinguicula
10598,Pinguicula grandiflora
942,Pinguicula vulgaris
6411,Pinus
5111,Pinus banksiana
5184,Pinus contorta
2244,Pinus mugo
2245,Pinus nigra
2247,Pinus nigra subsp. laricio
2246,Pinus nigra subsp. nigra
2248,Pinus pinaster
5185,Pinus rigida
2249,Pinus strobus
943,Pinus sylvestris
8331,Pinus wallichiana
8906,Piptatherum
8332,Piptatherum miliaceum
10178,Piptochaetium montevidense
6743,Pistia
5269,Pistia stratiotes
6605,Pisum
1824,Pisum sativum
10179,Plagiobothrys stipitatus
0,Plantae sp.
6412,Plantago
1721,Plantago afra
1722,Plantago arenaria
9293,Plantago aristata
944,Plantago coronopus
9294,Plantago indica
9295,Plantago lagopus
946,Plantago lanceolata
9296,Plantago loeflingii
2320,Plantago major
945,Plantago major subsp. intermedia
947,Plantago major subsp. major
948,Plantago maritima
949,Plantago media
9297,Plantago myosuros
9298,Plantago ovata
9299,Plantago patagonica
9300,Plantago sempervirens
9301,Plantago serraria
10180,Plantago virginica
6413,Platanthera
950,Platanthera bifolia
2398,Platanthera bifolia / montana
951,Platanthera chlorantha
6992,Platanthera x hybrida
6606,Platanus
5368,Platanus orientalis
2250,Platanus x hispanica
8907,Platycodon
8333,Platycodon grandiflorus
9666,Pleioblastus
9667,Pleioblastus fortunei
9668,Pleioblastus simonii
10181,Pleopeltis astrolepis
6414,Poa
952,Poa annua
953,Poa bulbosa
5243,Poa bulbosa var. bulbosa
5112,Poa bulbosa var. vivipara
954,Poa chaixii
10182,Poa chapmaniana
955,Poa compressa
8666,Poa infirma
956,Poa nemoralis
957,Poa palustris
2321,Poa pratensis / angustifolia / irrigata
1500,Poa pratensis subsp. angustifolia
6978,Poa pratensis subsp. irrigata
958,Poa pratensis subsp. pratensis
959,Poa trivialis
6688,Polemonium
5113,Polemonium caeruleum
6744,Polycarpon
2466,Polycarpon tetraphyllum
6634,Polycnemum
960,Polycnemum arvense
5211,Polycnemum majus
6415,Polygala
961,Polygala comosa
962,Polygala serpyllifolia
963,Polygala vulgaris
6416,Polygonatum
964,Polygonatum multiflorum
965,Polygonatum odoratum
966,Polygonatum verticillatum
1577,Polygonatum x hybridum
6417,Polygonum
10183,Polygonum arenarium
10184,Polygonum arenarium subsp. pulchellum
968,Polygonum aviculare
8501,Polygonum aviculare subsp. aviculare
9302,Polygonum aviculare subsp. depressum
9438,Polygonum bellardii
974,Polygonum maritimum
1413,Polygonum oxyspermum subsp. raii
9303,Polygonum patulum
10185,Polygonum plebeium
6418,Polypodium
10428,Polypodium cambricum
1415,Polypodium interjectum
978,Polypodium vulgare
5203,Polypodium vulgare / interjectum
5270,Polypodium x mantoniae
6633,Polypogon
10186,Polypogon elongatus
9478,Polypogon fugax
10483,Polypogon interruptus
8664,Polypogon maritimus
1725,Polypogon monspeliensis
5456,Polypogon viridis
6419,Polystichum
979,Polystichum aculeatum
1618,Polystichum lonchitis
8335,Polystichum luctuosum
9419,Polystichum munitum
5637,Polystichum polyblepharum
2007,Polystichum setiferum
2291,Polystichum setiferum / aculeatum
6963,Polystichum x bicknellii
6689,Pontederia
5114,Pontederia cordata
6420,Populus
980,Populus alba
2302,Populus balsamifera
5710,Populus canadensis 'Blauwe van Eksaarde'
5711,Populus canadensis 'Regenerata'
5115,Populus deltoides
8336,Populus lasiocarpa
982,Populus nigra
5186,Populus nigra 'Italica'
8337,Populus simonii
8539,Populus suaveolens
983,Populus tremula
5709,Populus tremula var. villosa
5506,Populus trichocarpa
2254,Populus x canadensis
5977,Populus x canadensis 'Marilandica'
5978,Populus x canadensis 'Robusta'
5979,Populus x canadensis 'Serotina'
5312,Populus x canadensis / nigra
981,Populus x canescens
6421,Portulaca
984,Portulaca oleracea
9304,Portulaca papulosa
10621,Portulaca sativa
6422,Potamogeton
985,Potamogeton acutifolius
5591,Potamogeton acutifolius / compressus
986,Potamogeton alpinus
987,Potamogeton berchtoldii
988,Potamogeton coloratus
989,Potamogeton compressus
990,Potamogeton crispus
992,Potamogeton friesii
993,Potamogeton gramineus
994,Potamogeton lucens
995,Potamogeton natans
996,Potamogeton nodosus
997,Potamogeton obtusifolius
999,Potamogeton perfoliatus
1000,Potamogeton polygonifolius
1001,Potamogeton praelongus
1002,Potamogeton pusillus
5193,Potamogeton pusillus / berchtoldii
2255,Potamogeton smal
1003,Potamogeton trichoides
1004,Potamogeton x angustifolius
1619,Potamogeton x fluitans
5271,Potamogeton x lintonii
1997,Potamogeton x nitens
1632,Potamogeton x salicifolius
8338,Potamogeton x schreberi
5116,Potamogeton x sparganifolius
9439,Potamogeton x sudermanicus
6423,Potentilla
8339,Potentilla alba
1005,Potentilla anglica
2256,Potentilla anglica / reptans
1006,Potentilla anserina
1007,Potentilla argentea
1008,Potentilla erecta
10187,Potentilla inclinata
5117,Potentilla indica
1009,Potentilla intermedia
8011,Potentilla micrantha
10188,Potentilla neglecta
1726,Potentilla norvegica
1727,Potentilla recta
1010,Potentilla reptans
10189,Potentilla rivalis
1011,Potentilla sterilis
1012,Potentilla supina
1013,Potentilla verna
8655,Potentilla x mixta
1578,Potentilla x suberecta
10507,Poterium
1136,Poterium sanguisorba
5449,Poterium sanguisorba subsp. balearicum
5450,Poterium sanguisorba subsp. sanguisorba
8908,Pratia
6424,Primula
1014,Primula elatior
9305,Primula obconica
1015,Primula veris
1016,Primula vulgaris
8443,Primula x digenea
9306,Primula x media
1580,Primula x tommasinii
10190,Proboscidea louisianica
6425,Prunella
5575,Prunella grandiflora
9307,Prunella laciniata
1017,Prunella vulgaris
6426,Prunus
5258,Prunus armeniaca
1018,Prunus avium
5712,Prunus avium subsp. avium
5713,Prunus avium subsp. juliana
1841,Prunus cerasifera
1826,Prunus cerasus
5714,Prunus cerasus subsp. acida
5715,Prunus cerasus subsp. cerasus
2257,Prunus domestica
5119,Prunus domestica subsp. domestica
5118,Prunus domestica subsp. insititia
5259,Prunus dulcis
8559,Prunus gondouinii 'Schnee'
6961,Prunus incisa
5416,Prunus laurocerasus
8340,Prunus lusitanica
5120,Prunus mahaleb
1019,Prunus padus
5716,Prunus padus subsp. borealis
5717,Prunus padus subsp. padus
2258,Prunus persica
1020,Prunus serotina
8341,Prunus serrulata
1021,Prunus spinosa
8560,Prunus subhirtella
8558,Prunus subhirtella 'Autumnalis'
6945,Prunus virginiana
5459,Prunus x fruticans
8561,Prunus x gondouinii
10606,Prunus x yedoensis
10191,Pseuderucaria teretifolia
6708,Pseudofumaria
5047,Pseudofumaria alba
364,Pseudofumaria lutea
587,Pseudognaphalium luteoalbum
8034,Pseudognaphalium undulatum
6296,Pseudorchis
735,Pseudorchis albida
6762,Pseudosasa
1987,Pseudosasa humilis
5021,Pseudosasa japonica
6607,Pseudotsuga
2259,Pseudotsuga menziesii
8761,Psychine
9440,Psychine stylosa
8762,Psylliostachys
9308,Psylliostachys suworowii
6427,Pteridium
1022,Pteridium aquilinum
9365,Pteridium aquilinum subsp. pinetorum
6829,Pteris
5417,Pteris cretica
8055,Pteris multifida
6907,Pterocarya
6946,Pterocarya fraxinifolia
6428,Puccinellia
2400,Puccinellia distans
2260,Puccinellia distans / maritima
1027,Puccinellia distans subsp. borealis
1023,Puccinellia distans subsp. distans
1024,Puccinellia fasciculata
1025,Puccinellia maritima
1028,Puccinellia rupestris
10192,Puccinellia x elata
10286,Puccinellia x harmseniana
1582,Puccinellia x hybrida
10194,Puccinellia x krusemaniana
10193,Puccinellia x pannonica
8909,Pueraria
8463,Pueraria lobata
6430,Pulicaria
1029,Pulicaria dysenterica
1030,Pulicaria vulgaris
6431,Pulmonaria
1031,Pulmonaria montana
5418,Pulmonaria obscura
1032,Pulmonaria officinalis
8342,Pulmonaria rubra
8343,Pulmonaria saccharata
6432,Pulsatilla
57,Pulsatilla vulgaris
6690,Puschkinia
5121,Puschkinia scilloides
8910,Pyracantha
5600,Pyracantha coccinea
6433,Pyrola
1033,Pyrola minor
1034,Pyrola rotundifolia
6434,Pyrus
8547,Pyrus calleryana
8548,Pyrus calleryana 'Chanticleer'
1035,Pyrus communis
5718,Pyrus pyraster
8540,Pyrus salicifolia
6435,Quercus
5122,Quercus cerris
8344,Quercus frainetto
9538,Quercus ilex
5123,Quercus palustris
1036,Quercus petraea
5507,Quercus pubescens
8562,Quercus pyrenaica
8563,Quercus pyrenaica 'Pendula'
1037,Quercus robur
1876,Quercus rubra
10443,Quercus suber
8564,Quercus x hispanica
8565,Quercus x hispanica 'Lucombeana'
5720,Quercus x kerneri
5187,Quercus x rosacea
5719,Quercus x streimii
6436,Radiola
1038,Radiola linoides
6437,Ranunculus
9309,Ranunculus aconitifolius
1040,Ranunculus acris
2401,Ranunculus aquatilis
2353,Ranunculus aquatilis/baudotii/trichophyllus
1946,Ranunculus aquatilis/peltatus/penicillatus/trichophyllus
1041,Ranunculus aquatilis/trichophyllus
1042,Ranunculus arvensis
1043,Ranunculus auricomus
1044,Ranunculus baudotii
1045,Ranunculus bulbosus
1046,Ranunculus circinatus
1048,Ranunculus flammula
1049,Ranunculus fluitans
1050,Ranunculus hederaceus
1051,Ranunculus lingua
8602,Ranunculus monspeliacus
9601,Ranunculus muricatus
1053,Ranunculus ololeucos
1054,Ranunculus omiophyllus
5986,Ranunculus parviflorus
2405,Ranunculus peltatus
1055,Ranunculus peltatus/penicillatus
2416,Ranunculus penicillatus
1052,Ranunculus polyanthemos
2404,Ranunculus polyanthemos subsp. nemorosus
1512,Ranunculus polyanthemos subsp. polyanthemoides
10484,Ranunculus pseudofluitans
1056,Ranunculus repens
1057,Ranunculus sardous
1058,Ranunculus sceleratus
2414,Ranunculus trichophyllus
1059,Ranunculus tripartitus
10592,Ranunculus velutinus
9529,Raoulia
9530,Raoulia australis
6438,Raphanus
1061,Raphanus raphanistrum
1060,Raphanus raphanistrum subsp. landra
1827,Raphanus sativus
6439,Rapistrum
9310,Rapistrum perenne
1764,Rapistrum rugosum
10196,Ratibida columnifera
6440,Reseda
5124,Reseda alba
9311,Reseda inodora
1062,Reseda lutea
1063,Reseda luteola
9312,Reseda media
8345,Reseda odorata
8346,Reseda phyteuma
10197,Rhagadiolus stellatus
6441,Rhamnus
1064,Rhamnus cathartica
6608,Rheum
5188,Rheum x rhabarbarum
6442,Rhinanthus
1065,Rhinanthus alectorolophus
1066,Rhinanthus angustifolius
1067,Rhinanthus minor
5508,Rhinanthus x fallax
8763,Rhodanthe
8965,Rhodanthe chlorocephala
9313,Rhodanthe chlorocephala subsp. rosea
9412,Rhodanthemum
8486,Rhodanthemum hosmariense
6443,Rhododendron
5083,Rhododendron groenlandicum
5125,Rhododendron luteum
2105,Rhododendron ponticum
5126,Rhododendron x praecox
6691,Rhus
8347,Rhus glabra
5127,Rhus radicans
5272,Rhus typhina
1978,Rhus x pulvinata
6445,Rhynchospora
1068,Rhynchospora alba
1069,Rhynchospora fusca
6446,Ribes
2106,Ribes alpinum
2298,Ribes aureum
8434,Ribes cynosbati
5722,Ribes divaricatum
1070,Ribes nigrum
5723,Ribes petraeum
1071,Ribes rubrum
