LINK,NAME
289,Cephalanthera damasonium
290,Cephalanthera longifolia
291,Cephalanthera rubra
8816,Cephalaria
8158,Cephalaria gigantea
9060,Cephalaria syriaca
10441,Cephalaria transsylvanica
6117,Cerastium
292,Cerastium arvense
294,Cerastium brachypetalum
10580,Cerastium brachypetalum subsp. luridum
9061,Cerastium dichotomum
293,Cerastium diffusum
10009,Cerastium dubium
2314,Cerastium fontanum
1465,Cerastium fontanum subsp. holosteoides
296,Cerastium fontanum subsp. vulgare
295,Cerastium glomeratum
5483,Cerastium glutinosum
2047,Cerastium pumilum
297,Cerastium pumilum/glutinosum
298,Cerastium semidecandrum
2301,Cerastium tomentosum
8485,Cerastium x maureri
6709,Ceratocapnos
362,Ceratocapnos claviculata
10010,Ceratocephalus falcatus
10011,Ceratocephalus testiculatus
6763,Ceratochloa
1668,Ceratochloa cathartica
1759,Ceratochloa sitchensis
8691,Ceratonia
9062,Ceratonia siliqua
6118,Ceratophyllum
299,Ceratophyllum demersum
300,Ceratophyllum submersum
8692,Ceratopteris
9063,Ceratopteris thalictroides
8817,Ceratostigma
8159,Ceratostigma plumbaginoides
8818,Cercidiphyllum
8160,Cercidiphyllum japonicum
8085,Cercis
8086,Cercis siliquastrum
8819,Cerinthe
8161,Cerinthe major
9515,Cerinthe minor
5657,Chaenomeles
8162,Chaenomeles japonica
6861,Chaenomeles speciosa
10458,Chaenomeles x superba
6653,Chaenorhinum
743,Chaenorhinum minus
5354,Chaenorhinum origanifolium
6120,Chaerophyllum
10412,Chaerophyllum aromaticum
5530,Chaerophyllum aureum
302,Chaerophyllum bulbosum
9064,Chaerophyllum hirsutum
303,Chaerophyllum temulum
6654,Chamaecyparis
5038,Chamaecyparis lawsoniana
6862,Chamaemelum
9065,Chamaemelum nobile
10496,Chamaenerion
450,Chamaenerion angustifolium
10541,Chamaerops humilis
6121,Chamerion
8820,Cheilanthes
8163,Cheilanthes viridis
6123,Chelidonium
305,Chelidonium majus
8821,Chelone
9066,Chelone glabra
8164,Chelone obliqua
10445,Chenopodiastrum
313,Chenopodiastrum hybridum
314,Chenopodiastrum murale
9077,Chenopodiastrum simplex
6124,Chenopodium
10012,Chenopodium acuminatum
306,Chenopodium album
9067,Chenopodium album x hircinum
9068,Chenopodium album x strictum
5392,Chenopodium berlandieri
9069,Chenopodium berlandieri var. bushianum
9070,Chenopodium borbasioides
8957,Chenopodium desiccatum
9073,Chenopodium desiccatum var. leptophylloides
310,Chenopodium ficifolium
8166,Chenopodium giganteum
9074,Chenopodium hircinum
8582,Chenopodium leptophyllum
10013,Chenopodium macrospermum
9075,Chenopodium nitrariaceum
9076,Chenopodium opulifolium
5484,Chenopodium quinoa
5721,Chenopodium strictum
9078,Chenopodium suecicum
318,Chenopodium vulvaria
9079,Chenopodium x preissmannii
10435,Chenopodium x reynieri
10015,Chenopodium x subcuneatum
9080,Chenopodium x variabile
9081,Chenopodium x zahnii
9533,Chiastophyllum
9534,Chiastophyllum oppositifolium
6125,Chionodoxa
8693,Chloris
9082,Chloris divaricata
9083,Chloris pycnothrix
9084,Chloris truncata
9085,Chloris virgata
6573,Chondrilla
1677,Chondrilla juncea
8822,Chorispora
8167,Chorispora tenella
6126,Chrysanthemum
10016,Chrysanthemum morifolium
8512,Chrysanthemum multicaule
6127,Chrysosplenium
322,Chrysosplenium alternifolium
323,Chrysosplenium oppositifolium
6128,Cicendia
324,Cicendia filiformis
6655,Cicer
5040,Cicer arietinum
6129,Cichorium
5041,Cichorium endivia
325,Cichorium intybus
10017,Cichorium pumilum
6130,Cicuta
326,Cicuta virosa
6131,Circaea
327,Circaea alpina
329,Circaea lutetiana
328,Circaea x intermedia
6132,Cirsium
330,Cirsium acaule
331,Cirsium arvense
8168,Cirsium canum
332,Cirsium dissectum
333,Cirsium eriophorum
9523,Cirsium erisithales
334,Cirsium oleraceum
335,Cirsium palustre
336,Cirsium vulgare
1562,Cirsium x forsteri
8487,Cirsium x hybridum
2478,Cirsium x rigens
10018,Cirsium x subspinuligerum
8694,Cistanthe
9087,Cistanthe grandiflora
6574,Citrullus
1678,Citrullus lanatus
8695,Citrus
8696,Cladanthus
10019,Cladanthus arabicus
9088,Cladanthus mixtus
6133,Cladium
337,Cladium mariscus
8573,Clarkia
8584,Clarkia pulchella
9089,Clarkia unguiculata
6134,Claytonia
338,Claytonia perfoliata
1679,Claytonia sibirica
6135,Clematis
8169,Clematis akebioides
5685,Clematis montana
10020,Clematis recta
8170,Clematis tangutica
339,Clematis vitalba
340,Clematis viticella
8823,Cleome
8488,Cleome houtteana
8585,Cleome spinosa
9090,Cleome violacea
8824,Clerodendrum
9544,Clerodendrum bungei
8171,Clerodendrum trichotomum
6656,Clethra
5042,Clethra alnifolia
6732,Clinopodium
1141,Clinopodium acinos
9490,Clinopodium ascendens
2421,Clinopodium calamintha
2479,Clinopodium grandiflora
1142,Clinopodium menthifolium
2436,Clinopodium menthifolium / calamintha
1143,Clinopodium vulgare
6136,Cochlearia
341,Cochlearia anglica
2433,Cochlearia anglica/officinalis
342,Cochlearia danica
343,Cochlearia officinalis
9092,Cochlearia pyrenaica
10459,Cochlearia x hollandica
6137,Coeloglossum
6699,Coincya
1728,Coincya monensis subsp. cheiranthos
8697,Coix
9093,Coix lacryma-jobi
6138,Colchicum
345,Colchicum autumnale
5235,Colchicum byzantinum
8513,Colchicum tenorei
10242,Coleostephus myconis
8825,Collinsia
5990,Collinsia heterophylla
8959,Collinsia parviflora
9094,Collinsia parviflora var. grandiflora
8826,Collomia
5607,Collomia grandiflora
10021,Collomia linearis
10022,Colobanthus quitensis
6657,Colutea
5043,Colutea arborescens
5044,Colutea orientalis
5168,Colutea x media
6782,Comarum
346,Comarum palustre
8827,Commelina
8173,Commelina coelestis
8174,Commelina communis
1433,Compositae flavae sp. indet.
6139,Conium
347,Conium maculatum
6733,Conopodium
2461,Conopodium majus
6629,Conringia
10023,Conringia austriaca
348,Conringia orientalis
6658,Consolida
1857,Consolida ajacis
5045,Consolida hispanica
396,Consolida regalis
6140,Convallaria
349,Convallaria majalis
6141,Convolvulus
10581,Convolvulus althaeoides
350,Convolvulus arvensis
10290,Convolvulus arvensis var. linearifolius
351,Convolvulus lineatus
188,Convolvulus sepium
10024,Convolvulus siculus
1672,Convolvulus silvatica
189,Convolvulus soldanella
8175,Convolvulus tricolor
10430,Convolvulus x lucanus
6734,Conyza
6142,Corallorhiza
352,Corallorhiza trifida
8828,Coreopsis
8176,Coreopsis grandiflora
8177,Coreopsis lanceolata
8419,Coreopsis rosea
8178,Coreopsis tinctoria
8179,Coreopsis verticillata
6575,Coriandrum
1806,Coriandrum sativum
6143,Corispermum
354,Corispermum marschallii
353,Corispermum pallasii
6144,Cornus
5046,Cornus alba
10569,Cornus canadensis
1422,Cornus mas
355,Cornus sanguinea
6925,Cornus sanguinea subsp. australis
5686,Cornus sanguinea subsp. hungarica
5967,Cornus sanguinea subsp. sanguinea
5525,Cornus sericea
356,Cornus suecica
6145,Coronilla
9095,Coronilla scorpioides
6146,Coronopus
6147,Corrigiola
360,Corrigiola litoralis
8087,Cortaderia
10421,Cortaderia jubata
8078,Cortaderia selloana
6148,Corydalis
361,Corydalis cava
2217,Corydalis cava / solida
5597,Corydalis cheilanthifolia
2042,Corydalis elata
10565,Corydalis linstowiana
8180,Corydalis ophiocarpa
365,Corydalis solida
6149,Corylus
366,Corylus avellana
8084,Corylus colurna
5968,Corylus maxima
8536,Corylus maxima 'Purpurea'
6150,Corynephorus
367,Corynephorus canescens
6577,Cosmos
9096,Cosmos atrosanguineus
1856,Cosmos bipinnatus
9524,Cosmos sulphureus
10026,Cota triumfetti
8829,Cotinus
8181,Cotinus coggygria
6578,Cotoneaster
5996,Cotoneaster ambiguus
6926,Cotoneaster apiculatus
8182,Cotoneaster ascendens
8053,Cotoneaster boisianus
5451,Cotoneaster bullatus
8183,Cotoneaster conspicuus
8184,Cotoneaster dammeri
5557,Cotoneaster dielsianus
8039,Cotoneaster divaricatus
8470,Cotoneaster fangianus
8040,Cotoneaster franchetii
5048,Cotoneaster horizontalis
10629,Cotoneaster hsingshangensis
5172,Cotoneaster integerrimus
8458,Cotoneaster integrifolius
8041,Cotoneaster lucidus
8042,Cotoneaster mairei
10460,Cotoneaster microphyllus
9097,Cotoneaster moupinensis
9671,Cotoneaster nanshan
5173,Cotoneaster nebrodensis
8639,Cotoneaster nitens
8043,Cotoneaster pannosus
5396,Cotoneaster rehderi
5397,Cotoneaster salicifolius
5398,Cotoneaster sternianus
8044,Cotoneaster symondsii
8471,Cotoneaster villosulus
8447,Cotoneaster x suecicus
8448,Cotoneaster x watereri
8459,Cotoneaster zabelii
6151,Cotula
6864,Cotula australis
1760,Cotula coronopifolia
8527,Cotula squalida
6152,Crambe
2480,Crambe hispanica subsp. abyssinica
368,Crambe maritima
6659,Crassula
5307,Crassula helmsii
1287,Crassula tillaea
6153,Crataegus
5329,Crataegus crus-galli
370,Crataegus laevigata
369,Crataegus monogyna
5558,Crataegus pedicellata
8185,Crataegus persimilis
1401,Crataegus rhipidophylla
8537,Crataegus x lavallei
5216,Crataegus x macrocarpa
5689,Crataegus x macrocarpa nothovar. hadensis
5690,Crataegus x macrocarpa nothovar. macrocarpa
2481,Crataegus x media
5217,Crataegus x subsphaerica
5663,Crataemespilus (x)
5956,Crataemespilus grandiflora (x)
6154,Crepis
371,Crepis biennis
10563,Crepis bursifolia
372,Crepis capillaris
1768,Crepis foetida
9098,Crepis nicaeensis
373,Crepis paludosa
10027,Crepis pulchra
8186,Crepis rubra
8960,Crepis sancta
9099,Crepis sancta subsp. nemausensis
1680,Crepis setosa
9100,Crepis sprengeriana
374,Crepis tectorum
375,Crepis vesicaria subsp. taraxacifolia
10582,Crepis vesicaria subsp. vesicaria
6155,Crithmum
376,Crithmum maritimum
5997,Crocosmia x crocosmiiflora
6156,Crocus
5330,Crocus chrysanthus
8187,Crocus kotschyanus
9101,Crocus pulchellus
8439,Crocus sieberi
5596,Crocus speciosus
1622,Crocus tommasinianus
1623,Crocus vernus
8489,Crocus vernus x tommasinianus
5049,Crocus x luteus
5999,Croscosmia
10028,Crucianella angustifolia
6660,Cruciata
548,Cruciata laevipes
8698,Crupina
9102,Crupina vulgaris
10029,Crypsis alopecuroides
10030,Crypsis schoenoides
8830,Cryptomeria
8188,Cryptomeria japonica
6157,Cucubalus
6661,Cucumis
5050,Cucumis melo
9103,Cucumis myriocarpus
5051,Cucumis sativus
6662,Cucurbita
10625,Cucurbita ficifolia
8189,Cucurbita maxima
10608,Cucurbita moschata
5052,Cucurbita pepo
8699,Cullen
9104,Cullen americanum
10636,Cullen cinereum
6735,Cuminum
2482,Cuminum cyminum
8831,Cupressus
8551,Cupressus arizonica
8552,Cupressus arizonica 'Glauca'
8553,Cupressus nootkatensis
8554,Cupressus nootkatensis 'Pendula'
8640,Cupressus x leylandii
6158,Cuscuta
10031,Cuscuta australis
1681,Cuscuta campestris
378,Cuscuta epilinum
379,Cuscuta epithymum
380,Cuscuta europaea
381,Cuscuta gronovii
382,Cuscuta lupuliformis
10032,Cuscuta suaveolens
10033,Cutandia memphitica
8832,Cyclamen
8190,Cyclamen coum
8191,Cyclamen hederifolium
8700,Cycloloma
9105,Cycloloma atriplicifolium
8701,Cyclospermum
9411,Cyclospermum leptophyllum
6722,Cydonia
5250,Cydonia oblonga
6663,Cymbalaria
741,Cymbalaria muralis
10291,Cymbalaria muralis subsp. visianii
9106,Cymbalaria pallida
8833,Cynara
8192,Cynara cardunculus
6159,Cynodon
384,Cynodon dactylon
6160,Cynoglossum
8193,Cynoglossum amabile
385,Cynoglossum officinale
6161,Cynosurus
386,Cynosurus cristatus
5355,Cynosurus echinatus
6162,Cyperus
9107,Cyperus aggregatus
9108,Cyperus albostriatus
8194,Cyperus congestus
5399,Cyperus eragrostis
5175,Cyperus esculentus
10034,Cyperus filiculmis
387,Cyperus flavescens
388,Cyperus fuscus
8195,Cyperus glomeratus
8196,Cyperus involucratus
5526,Cyperus longus
10545,Cyperus rotundus
10035,Cyperus virens
6635,Cyrtomium
1612,Cyrtomium falcatum
5578,Cyrtomium fortunei
8641,Cyrtomium macrophyllum
6163,Cystopteris
389,Cystopteris fragilis
6664,Cytisus
9109,Cytisus hirsutus
8586,Cytisus multiflorus
1140,Cytisus scoparius
8524,Cytisus striatus
9110,Cytisus x praecox
8834,Daboecia
8197,Daboecia cantabrica
6164,Dactylis
390,Dactylis glomerata subsp. glomerata
391,Dactylis glomerata subsp. lobata
8418,Dactylocamptis boudieri (x)
10036,Dactyloctenium aegyptium
6579,Dactylorhiza
1631,Dactylorhiza elata subsp. sesquipedalis
883,Dactylorhiza fuchsii
884,Dactylorhiza incarnata
6839,Dactylorhiza incarnata subsp. coccinea
6982,Dactylorhiza incarnata subsp. incarnata
6981,Dactylorhiza incarnata subsp. lobelii
6997,Dactylorhiza incarnata x praetermissa
885,Dactylorhiza maculata
6983,Dactylorhiza maculata subsp. elodes
6985,Dactylorhiza maculata subsp. ericetorum
6984,Dactylorhiza maculata subsp. podesta
8000,Dactylorhiza maculata x majalis
1616,Dactylorhiza maculata/fuchsii
886,Dactylorhiza majalis
1637,Dactylorhiza majalis/praetermissa/sphagnicola
890,Dactylorhiza praetermissa
6988,Dactylorhiza praetermissa var. junialis
6993,Dactylorhiza praetermissa x sphagnicola
8422,Dactylorhiza purpurella
5486,Dactylorhiza sphagnicola
344,Dactylorhiza viridis
6986,Dactylorhiza x aschersoniana
10037,Dactylorhiza x braunii
6999,Dactylorhiza x carnea
6994,Dactylorhiza x godferyana
6995,Dactylorhiza x grandis
6987,Dactylorhiza x hallii
6996,Dactylorhiza x paridaeniana
6989,Dactylorhiza x transiens
6998,Dactylorhiza x wiefelspuetziana
10038,Dahlia pinnata
6723,Damasonium
5251,Damasonium alisma
6700,Danthonia
10039,Danthonia compressa
1199,Danthonia decumbens
6165,Daphne
5356,Daphne laureola
392,Daphne mezereum
8835,Darmera
5598,Darmera peltata
10497,Dasiphora
8058,Dasiphora fruticosa
10040,Dasypyrum villosum
6166,Datura
8198,Datura ferox
6955,Datura innoxia
6956,Datura metel
393,Datura stramonium
6167,Daucus
10041,Daucus aureus
394,Daucus carota
5176,Daucus carota 'Sativus'
1435,Daucus carota subsp. gummifer
10042,Daucus pusillus
8702,Delairea
9111,Delairea odorata
9500,Delosperma
9501,Delosperma cooperi
6866,Dentaria
8703,Deparia
9112,Deparia acrostichoides
6170,Deschampsia
10043,Deschampsia antarctica
397,Deschampsia cespitosa
399,Deschampsia setacea
6171,Descurainia
10044,Descurainia hartwegiana
8961,Descurainia pinnata
9113,Descurainia pinnata subsp. brachycarpa
400,Descurainia sophia
6665,Deutzia
10045,Deutzia crenata
5053,Deutzia gracilis
5054,Deutzia scabra
5055,Deutzia x lemoinei
5056,Deutzia x magnifica
6172,Dianthus
401,Dianthus arenarius
402,Dianthus armeria
5057,Dianthus barbatus
403,Dianthus carthusianorum
9114,Dianthus chinensis
404,Dianthus deltoides
5692,Dianthus giganteus
8199,Dianthus plumarius
405,Dianthus superbus
10046,Dianthus x helwigii
6818,Dicentra
8200,Dicentra eximia
6867,Dicentra formosa
5357,Dicentra spectabilis
10632,Dichondra argentea
10631,Dichondra micrantha
10498,Dichoropetalum
928,Dichoropetalum carvifolia
8704,Didesmus
9115,Didesmus bipinnatus
8836,Diervilla
9116,Diervilla lonicera
8201,Diervilla sessilifolia
8490,Diervilla x splendens
6173,Digitalis
9117,Digitalis ferruginea
8202,Digitalis grandiflora
8203,Digitalis lanata
5487,Digitalis lutea
406,Digitalis purpurea
6174,Digitaria
9118,Digitaria ciliaris
407,Digitaria ischaemum
9119,Digitaria nuda
408,Digitaria sanguinalis
8705,Dimorphotheca
8837,Dionaea
8204,Dionaea muscipula
8838,Dioscorea
8427,Dioscorea communis
776,Diphasiastrum tristachyum
8508,Diphasiastrum zeilleri
6176,Diplotaxis
9120,Diplotaxis erucoides
409,Diplotaxis muralis
410,Diplotaxis tenuifolia
10047,Diplotaxis viminea
2085,Diplotaxis x wirtgenii
6177,Dipsacus
412,Dipsacus fullonum
5488,Dipsacus laciniatus
411,Dipsacus pilosus
5252,Dipsacus sativus
6957,Dipsacus strigosus
6737,Dittrichia
2483,Dittrichia graveolens
5400,Dittrichia viscosa
6178,Doronicum
10523,Doronicum columnae
8205,Doronicum orientale
413,Doronicum pardalianches
5376,Doronicum pardalianches / plantagineum
414,Doronicum plantagineum
9121,Doronicum plantagineum subsp. emarginatum
8839,Dorycnium
8206,Dorycnium hirsutum
8706,Downingia
9122,Downingia pulchella
6179,Draba
10519,Draba boerhaavii
10538,Draba glabrescens
10542,Draba majuscula
415,Draba muralis
10518,Draba praecox
483,Draba verna
2079,Dracocephalum moldavica
9408,Dracocephalum parviflorum
10048,Dracocephalum thymiflorum
8840,Dracunculus
8207,Dracunculus vulgaris
6180,Drosera
416,Drosera anglica
9123,Drosera capensis
5693,Drosera filiformis
417,Drosera intermedia
418,Drosera rotundifolia
1563,Drosera x obovata
10303,Drymocallis rupestris
10499,Drymochloa
8476,Drymochloa sylvatica
6181,Dryopteris
1607,Dryopteris affinis
6927,Dryopteris affinis subsp. affinis
1613,Dryopteris affinis subsp. borreri
6929,Dryopteris affinis subsp. cambrensis
8019,Dryopteris affinis subsp. pseudodisjuncta
426,Dryopteris carthusiana
5207,Dryopteris carthusiana / dilatata
420,Dryopteris cristata
8024,Dryopteris cycadina
419,Dryopteris dilatata
8045,Dryopteris erythrosora
2484,Dryopteris expansa
421,Dryopteris filix-mas
8208,Dryopteris wallichiana
5306,Dryopteris x complexa
6930,Dryopteris x critica
5209,Dryopteris x deweveri
1564,Dryopteris x uliginosa
8431,Dryopteris x yasuhikoana
10446,Dysphania
2477,Dysphania ambrosioides
8165,Dysphania aristata
5174,Dysphania botrys
8057,Dysphania carinata
9072,Dysphania cristata
10014,Dysphania multifida
10049,Dysphania nepalensis
2456,Dysphania pumilio
5393,Dysphania schraderiana
9416,Ecballium
9415,Ecballium elaterium
8841,Echinacea
8209,Echinacea purpurea
10050,Echinaria capitata
6182,Echinochloa
8210,Echinochloa colona
428,Echinochloa crus-galli
8211,Echinochloa esculenta
1683,Echinochloa frumentacea
5474,Echinochloa muricata
8013,Echinochloa telmatophila
6184,Echinops
1974,Echinops bannaticus
5058,Echinops exaltatus
10051,Echinops ritro
1761,Echinops sphaerocephalus
6185,Echium
9124,Echium italicum
8213,Echium plantagineum
431,Echium vulgare
8707,Eclipta
9125,Eclipta prostrata
6666,Egeria
5059,Egeria densa
10579,Egeria najas
8842,Ehrharta
6871,Ehrharta erecta
8843,Eichhornia
5585,Eichhornia azurea
5532,Eichhornia crassipes
6580,Elaeagnus
2325,Elaeagnus angustifolia
5060,Elaeagnus commutata
5061,Elaeagnus multiflora
5559,Elaeagnus pungens
6962,Elaeagnus umbellata
8214,Elaeagnus x submacrophylla
6186,Elatine
432,Elatine hexandra
433,Elatine hydropiper
434,Elatine triandra
6187,Eleocharis
435,Eleocharis acicularis
8479,Eleocharis engelmannii
436,Eleocharis multicaulis
8480,Eleocharis obtusa
439,Eleocharis ovata
437,Eleocharis palustris
1914,Eleocharis palustris / uniglumis
438,Eleocharis quinqueflora
440,Eleocharis uniglumis
6754,Eleogiton
6581,Eleusine
10052,Eleusine coracana
1684,Eleusine indica
9126,Eleusine tristachya
8844,Eleutherococcus
8215,Eleutherococcus sieboldianus
6188,Elodea
441,Elodea canadensis
442,Elodea nuttallii
8708,Elsholtzia
9127,Elsholtzia ciliata
6667,Elymus
10461,Elymus arenosus
445,Elymus athericus
6872,Elymus athericus/repens
10462,Elymus campestris
9413,Elymus canadensis
1073,Elymus caninus
444,Elymus farctus subsp. boreoatlanticus
446,Elymus repens
10053,Elymus submuticus
8652,Elymus x drucei
1566,Elymus x obtusiusculus
6738,Elytrigia
8709,Emex
9128,Emex spinosa
6191,Empetrum
447,Empetrum nigrum
6966,Ephedra
5957,Ephedra distachya
5958,Ephedra gerardiana
6192,Epilobium
10634,Epilobium brachycarpum
448,Epilobium ciliatum
5577,Epilobium ciliatum x parviflorum
2219,Epilobium excl. E. hirsutum / parviflorum
451,Epilobium hirsutum
5062,Epilobium komarovianum
453,Epilobium lanceolatum
454,Epilobium montanum
455,Epilobium obscurum
456,Epilobium palustre
457,Epilobium parviflorum
458,Epilobium roseum
1642,Epilobium tetragonum
452,Epilobium tetragonum subsp. lamyi
449,Epilobium tetragonum subsp. tetragonum
9129,Epilobium x aschersonianum
10064,Epilobium x brachiatum
10063,Epilobium x dacicum
10057,Epilobium x fossicola
9488,Epilobium x laschianum
10061,Epilobium x limosum
10058,Epilobium x mentiens
10060,Epilobium x montaniforme
9130,Epilobium x palatinum
10066,Epilobium x persicinum
9131,Epilobium x rivulare
10062,Epilobium x schmidtianum
10065,Epilobium x semiobscurum
10059,Epilobium x sericeum
6668,Epimedium
5063,Epimedium alpinum
10560,Epimedium perralderianum
10561,Epimedium pinnatum
1985,Epimedium x versicolor
6193,Epipactis
459,Epipactis atrorubens
10600,Epipactis gigantea
460,Epipactis helleborine
5490,Epipactis helleborine subsp. helleborine
5491,Epipactis helleborine subsp. neerlandica
1423,Epipactis muelleri
461,Epipactis palustris
8001,Epipactis x reinekei
6194,Equisetum
462,Equisetum arvense
463,Equisetum fluviatile
2420,Equisetum hyemale
6937,Equisetum hyemale var. affine
464,Equisetum hyemale/x moorei
466,Equisetum palustre
467,Equisetum ramosissimum
6938,Equisetum scirpoides
468,Equisetum sylvaticum
469,Equisetum telmateia
471,Equisetum variegatum
6959,Equisetum x ascendens
465,Equisetum x litorale
10596,Equisetum x meridionale
2424,Equisetum x moorei
470,Equisetum x trachyodon
6195,Eragrostis
10463,Eragrostis albensis
10067,Eragrostis bahiensis
5358,Eragrostis cilianensis
8008,Eragrostis curvula
10069,Eragrostis frankii
10070,Eragrostis hirsuta
10071,Eragrostis lacunaria
6964,Eragrostis mexicana subsp. mexicana
1685,Eragrostis minor
1762,Eragrostis multicaulis
10072,Eragrostis parviflora
10073,Eragrostis plana
5476,Eragrostis tef
10427,Eragrostis tenella
9469,Eragrostis tephrosanthos
10074,Eragrostis trichocolea
9420,Eragrostis virescens
6196,Eranthis
8216,Eranthis cilicica
1858,Eranthis hyemalis
8710,Eremopoa
9134,Eremopoa persica
8711,Eremopyrum
9135,Eremopyrum triticeum
6197,Erica
5695,Erica ciliaris
472,Erica cinerea
5065,Erica herbacea
5605,Erica mackaiana
1431,Erica scoparia
473,Erica tetralix
8032,Erica vagans
5696,Erica x darleyensis
6198,Erigeron
474,Erigeron acris
8531,Erigeron acris subsp. serotinus
1720,Erigeron annuus
5327,Erigeron bonariensis
475,Erigeron canadensis
10075,Erigeron divergens
5395,Erigeron floribundus
8631,Erigeron glaucus
2485,Erigeron karvinskianus
9136,Erigeron philadelphicus
5328,Erigeron sumatrensis
9672,Eriobotrya
9673,Eriobotrya japonica
8712,Eriochloa
9137,Eriochloa acuminata
10076,Eriochloa procera
6199,Eriophorum
476,Eriophorum angustifolium
477,Eriophorum gracile
478,Eriophorum latifolium
479,Eriophorum vaginatum
6200,Erodium
9138,Erodium aethiopicum
10077,Erodium alnifolium
9139,Erodium botrys
10078,Erodium brachycarpum
10079,Erodium chium
9140,Erodium ciconium
1917,Erodium cicutarium
480,Erodium cicutarium subsp. cicutarium
482,Erodium cicutarium subsp. dunense
9141,Erodium crinitum
9142,Erodium cygnorum subsp. glandulosum
9143,Erodium gruinum
481,Erodium lebelii
8523,Erodium malacoides
9539,Erodium manescavi
1686,Erodium moschatum
10300,Erodium pelargoniflorum
9144,Erodium stephanianum
8217,Erodium trifolium
5066,Erodium x anaristatum
6201,Erophila
6582,Eruca
1687,Eruca vesicaria
8713,Erucaria
9145,Erucaria hispanica
6202,Erucastrum
484,Erucastrum gallicum
9146,Erucastrum nasturtiifolium
1214,Erucastrum supinum
6203,Eryngium
8587,Eryngium alpinum
8588,Eryngium amethystinum
485,Eryngium campestre
1973,Eryngium giganteum
486,Eryngium maritimum
5359,Eryngium planum
6204,Erysimum
8218,Erysimum aureum
10080,Erysimum canescens
487,Erysimum cheiranthoides
304,Erysimum cheiri
10081,Erysimum diffusum
10410,Erysimum linifolium 'Bowles' Mauve'
9147,Erysimum perofskianum
1688,Erysimum repandum
488,Erysimum virgatum
5492,Erysimum x marshallii
6669,Erythronium
10559,Erythronium 'Pagoda'
5067,Erythronium dens-canis
8219,Erythronium grandiflorum
9149,Erythronium tuolumnense
6670,Eschscholzia
5068,Eschscholzia californica
10082,Euclidium syriacum
6205,Euonymus
8420,Euonymus alatus
489,Euonymus europaeus
6873,Euonymus fortunei
8220,Euonymus japonicus
5697,Euonymus latifolius
6206,Eupatorium
490,Eupatorium cannabinum
8221,Eupatorium maculatum
6874,Eupatorium purpureum
8491,Eupatorium rugosum
6207,Euphorbia
491,Euphorbia amygdaloides
2049,Euphorbia amygdaloides subsp. robbiae
5576,Euphorbia chamaesyce
8222,Euphorbia characias
8231,Euphorbia characias subsp. wulfenii
492,Euphorbia cyparissias
9150,Euphorbia dentata
5543,Euphorbia dulcis
5069,Euphorbia epithymoides
2388,Euphorbia esula
493,Euphorbia esula subsp. esula
502,Euphorbia esula subsp. tommasiniana
494,Euphorbia exigua
495,Euphorbia helioscopia
2220,Euphorbia helioscopia / peplus
8223,Euphorbia humifusa
8432,Euphorbia hyberna
1689,Euphorbia lathyris
8546,Euphorbia lucida
5331,Euphorbia maculata
9151,Euphorbia marginata
6875,Euphorbia myrsinites
8492,Euphorbia oblongata
496,Euphorbia palustris
497,Euphorbia paralias
498,Euphorbia peplus
499,Euphorbia platyphyllos
5402,Euphorbia portlandica
6876,Euphorbia prostrata
10083,Euphorbia rhytisperma
500,Euphorbia seguieriana
8033,Euphorbia serpens
501,Euphorbia stricta
9152,Euphorbia taurinensis
9153,Euphorbia x pseudoesula
6208,Euphrasia
503,Euphrasia arctica
507,Euphrasia micrantha
508,Euphrasia nemorosa
511,Euphrasia officinalis
2316,Euphrasia stricta
5527,Euphrasia stricta s.s.
5401,Euphrasia tetraquetra
8714,Eurybia
9154,Eurybia divaricata
5024,Eurybia macrophylla
8126,Eurybia schreberi
10500,Euthamia
8388,Euthamia graminifolia
2080,Exaculum pusillum
6209,Fagopyrum
1807,Fagopyrum esculentum
512,Fagopyrum tataricum
6210,Fagus
5969,Fagus grandifolia
5970,Fagus orientalis
513,Fagus sylvatica
6636,Falcaria
2379,Falcaria vulgaris
6739,Fallopia
2486,Fallopia baldschuanica
9156,Fallopia cilinodis
970,Fallopia convolvulus
2251,Fallopia convolvulus / dumetorum
971,Fallopia dumetorum
1873,Fallopia japonica
10439,Fallopia japonica var. compacta
10440,Fallopia japonica/sachalinensis/x bohemica
1875,Fallopia sachalinensis
2487,Fallopia x bohemica
10464,Fallopia x conollyana
10638,Fatsia japonica
6211,Festuca
9665,Festuca amethystina
517,Festuca arenaria
1402,Festuca brevipila
1472,Festuca brevipila / lemanii
8475,Festuca csikhegyensis
1474,Festuca filiformis
5658,Festuca glauca
1473,Festuca guestfalica
518,Festuca guestfalica / lemanii / filiformis
5489,Festuca guestfalica subsp. guestfalica
5498,Festuca guestfalica subsp. hirtula
516,Festuca heterophylla
9489,Festuca lemanii
5485,Festuca pallens
520,Festuca rubra
1921,Festuca rubra / arenaria
10593,Festuca rubra subsp. commutata
10532,Festuca rubra subsp. juncea
10530,Festuca rubra subsp. litoralis
10529,Festuca rubra subsp. megastachys
10531,Festuca rubra subsp. rubra
6718,Festulpia (x)
2488,Festulpia (x) Festuca rubra x Vulpia bromoides
5242,Festulpia (x) Festuca rubra x Vulpia myuros
8715,Fibigia
9157,Fibigia clypeata
6213,Ficaria
2403,Ficaria ambigua
1047,Ficaria verna
